2026-04-30 11:22:12.698 [main] INFO  com.idea.BankCopilotApplication-Starting BankCopilotApplication using Java 23.0.2 with PID 96343 (/Users/qi.wangwq/IdeaProjects/BankCopilot/bank-copilot/target/classes started by qi.wangwq in /Users/qi.wangwq/IdeaProjects/BankCopilot)
2026-04-30 11:49:09.051 [ForkJoinPool.commonPool-worker-1] INFO  com.idea.service.AssistantService-assistant intent parsed, userId=1, intent=other
2026-04-30 11:49:09.091 [http-nio-8081-exec-8] INFO  com.idea.interceptor.TokenInterceptor-===== TokenInterceptor 进来了，请求路径：/assistant/chat/stream
2026-04-30 11:49:09.092 [http-nio-8081-exec-8] INFO  com.idea.interceptor.TokenInterceptor-当前用户id为：1
2026-04-30 11:49:09.092 [http-nio-8081-exec-8] INFO  com.idea.interceptor.TokenInterceptor-token验证成功
2026-04-30 11:49:35.958 [http-nio-8081-exec-9] INFO  com.idea.interceptor.TokenInterceptor-===== TokenInterceptor 进来了，请求路径：/assistant/chat/stream
2026-04-30 11:49:35.972 [http-nio-8081-exec-9] INFO  com.idea.interceptor.TokenInterceptor-当前用户id为：1
2026-04-30 11:49:35.972 [http-nio-8081-exec-9] INFO  com.idea.interceptor.TokenInterceptor-token验证成功
2026-04-30 11:49:35.975 [ForkJoinPool.commonPool-worker-1] INFO  com.idea.service.AssistantService-assistant chat start, userId=1, message=查下余额1
2026-04-30 11:49:38.536 [ForkJoinPool.commonPool-worker-1] INFO  com.idea.service.AssistantService-assistant intent parsed, userId=1, intent=balance
2026-04-30 11:49:38.550 [http-nio-8081-exec-10] INFO  com.idea.interceptor.TokenInterceptor-===== TokenInterceptor 进来了，请求路径：/assistant/chat/stream
2026-04-30 11:49:38.550 [http-nio-8081-exec-10] INFO  com.idea.interceptor.TokenInterceptor-当前用户id为：1
2026-04-30 11:49:38.551 [http-nio-8081-exec-10] INFO  com.idea.interceptor.TokenInterceptor-token验证成功
2026-04-30 11:49:46.396 [http-nio-8081-exec-1] INFO  com.idea.interceptor.TokenInterceptor-===== TokenInterceptor 进来了，请求路径：/assistant/chat/stream
2026-04-30 11:49:46.397 [http-nio-8081-exec-1] INFO  com.idea.interceptor.TokenInterceptor-当前用户id为：1
2026-04-30 11:49:46.397 [http-nio-8081-exec-1] INFO  com.idea.interceptor.TokenInterceptor-token验证成功
2026-04-30 11:49:46.417 [ForkJoinPool.commonPool-worker-1] INFO  com.idea.service.AssistantService-assistant chat start, userId=1, message=这个月花费汇总一下
2026-04-30 11:49:49.084 [ForkJoinPool.commonPool-worker-1] INFO  com.idea.service.AssistantService-assistant intent parsed, userId=1, intent=statistics
2026-04-30 11:49:53.232 [http-nio-8081-exec-2] INFO  com.idea.interceptor.TokenInterceptor-===== TokenInterceptor 进来了，请求路径：/assistant/chat/stream
2026-04-30 11:49:53.233 [http-nio-8081-exec-2] INFO  com.idea.interceptor.TokenInterceptor-当前用户id为：1
2026-04-30 11:49:53.233 [http-nio-8081-exec-2] INFO  com.idea.interceptor.TokenInterceptor-token验证成功
2026-04-30 11:50:00.254 [http-nio-8081-exec-3] INFO  com.idea.interceptor.TokenInterceptor-===== TokenInterceptor 进来了，请求路径：/assistant/chat/stream
2026-04-30 11:50:00.255 [http-nio-8081-exec-3] INFO  com.idea.interceptor.TokenInterceptor-当前用户id为：1
2026-04-30 11:50:00.255 [http-nio-8081-exec-3] INFO  com.idea.interceptor.TokenInterceptor-token验证成功
2026-04-30 11:50:00.256 [ForkJoinPool.commonPool-worker-1] INFO  com.idea.service.AssistantService-assistant chat start, userId=1, message=给弟弟转300元午餐费
2026-04-30 11:50:02.838 [ForkJoinPool.commonPool-worker-1] INFO  com.idea.service.AssistantService-assistant intent parsed, userId=1, intent=transfer
2026-04-30 11:50:02.896 [http-nio-8081-exec-4] INFO  com.idea.interceptor.TokenInterceptor-===== TokenInterceptor 进来了，请求路径：/assistant/chat/stream
2026-04-30 11:50:02.897 [http-nio-8081-exec-4] INFO  com.idea.interceptor.TokenInterceptor-当前用户id为：1
2026-04-30 11:50:02.897 [http-nio-8081-exec-4] INFO  com.idea.interceptor.TokenInterceptor-token验证成功
2026-04-30 11:50:04.899 [http-nio-8081-exec-5] INFO  com.idea.interceptor.TokenInterceptor-===== TokenInterceptor 进来了，请求路径：/assistant/chat/stream
2026-04-30 11:50:04.900 [http-nio-8081-exec-5] INFO  com.idea.interceptor.TokenInterceptor-当前用户id为：1
2026-04-30 11:50:04.900 [http-nio-8081-exec-5] INFO  com.idea.interceptor.TokenInterceptor-token验证成功
2026-04-30 11:50:04.901 [ForkJoinPool.commonPool-worker-1] INFO  com.idea.service.AssistantService-assistant chat start, userId=1, message=取消
2026-04-30 11:50:04.912 [http-nio-8081-exec-6] INFO  com.idea.interceptor.TokenInterceptor-===== TokenInterceptor 进来了，请求路径：/assistant/chat/stream
2026-04-30 11:50:04.913 [http-nio-8081-exec-6] INFO  com.idea.interceptor.TokenInterceptor-当前用户id为：1
2026-04-30 11:50:04.913 [http-nio-8081-exec-6] INFO  com.idea.interceptor.TokenInterceptor-token验证成功
2026-04-30 11:50:09.588 [http-nio-8081-exec-7] INFO  com.idea.interceptor.TokenInterceptor-===== TokenInterceptor 进来了，请求路径：/assistant/chat/stream
2026-04-30 11:50:09.589 [http-nio-8081-exec-7] INFO  com.idea.interceptor.TokenInterceptor-当前用户id为：1
2026-04-30 11:50:09.589 [http-nio-8081-exec-7] INFO  com.idea.interceptor.TokenInterceptor-token验证成功
2026-04-30 11:50:09.590 [ForkJoinPool.commonPool-worker-1] INFO  com.idea.service.AssistantService-assistant chat start, userId=1, message=我现在很生气，想投诉这个服务
2026-04-30 11:50:09.599 [http-nio-8081-exec-8] INFO  com.idea.interceptor.TokenInterceptor-===== TokenInterceptor 进来了，请求路径：/assistant/chat/stream
2026-04-30 11:50:09.601 [http-nio-8081-exec-8] INFO  com.idea.interceptor.TokenInterceptor-当前用户id为：1
2026-04-30 11:50:09.601 [http-nio-8081-exec-8] INFO  com.idea.interceptor.TokenInterceptor-token验证成功
2026-04-30 11:50:34.370 [http-nio-8081-exec-9] INFO  com.idea.interceptor.TokenInterceptor-===== TokenInterceptor 进来了，请求路径：/assistant/test/end
2026-04-30 11:50:34.371 [http-nio-8081-exec-9] INFO  com.idea.interceptor.TokenInterceptor-当前用户id为：1
2026-04-30 11:50:34.371 [http-nio-8081-exec-9] INFO  com.idea.interceptor.TokenInterceptor-token验证成功
2026-04-30 11:58:21.868 [http-nio-8081-exec-10] INFO  com.idea.interceptor.TokenInterceptor-===== TokenInterceptor 进来了，请求路径：/assistant/brief
2026-04-30 11:58:21.899 [http-nio-8081-exec-10] INFO  com.idea.interceptor.TokenInterceptor-当前用户id为：1
2026-04-30 11:58:21.900 [http-nio-8081-exec-10] INFO  com.idea.interceptor.TokenInterceptor-token验证成功
2026-04-30 11:58:27.841 [http-nio-8081-exec-1] INFO  com.idea.interceptor.TokenInterceptor-===== TokenInterceptor 进来了，请求路径：/assistant/brief
2026-04-30 11:58:27.843 [http-nio-8081-exec-1] INFO  com.idea.interceptor.TokenInterceptor-当前用户id为：1
2026-04-30 11:58:27.843 [http-nio-8081-exec-1] INFO  com.idea.interceptor.TokenInterceptor-token验证成功
2026-04-30 12:04:22.634 [http-nio-8081-exec-2] INFO  com.idea.interceptor.TokenInterceptor-===== TokenInterceptor 进来了，请求路径：/assistant/brief
2026-04-30 12:04:22.695 [http-nio-8081-exec-2] INFO  com.idea.interceptor.TokenInterceptor-当前用户id为：1
2026-04-30 12:04:22.696 [http-nio-8081-exec-2] INFO  com.idea.interceptor.TokenInterceptor-token验证成功
2026-04-30 12:04:43.239 [http-nio-8081-exec-3] INFO  com.idea.interceptor.TokenInterceptor-===== TokenInterceptor 进来了，请求路径：/assistant/test/start
2026-04-30 12:04:43.242 [http-nio-8081-exec-3] INFO  com.idea.interceptor.TokenInterceptor-当前用户id为：1
2026-04-30 12:04:43.243 [http-nio-8081-exec-3] INFO  com.idea.interceptor.TokenInterceptor-token验证成功
2026-04-30 12:04:44.563 [http-nio-8081-exec-3] WARN  com.idea.service.AssistantTestLogService-assistant test log insert failed, scenario=feedback_session_start, request=匿名反馈测试开始，角色=计算机专业学生，说明=本人自己测试
org.springframework.jdbc.BadSqlGrammarException: 
### Error updating database.  Cause: java.sql.SQLSyntaxErrorException: Unknown column 'expected_intent' in 'field list'
### The error may exist in com/idea/mapper/AssistantTestLogMapper.java (best guess)
### The error may involve com.idea.mapper.AssistantTestLogMapper.insert-Inline
### The error occurred while setting parameters
### SQL: insert into assistant_test_log(     user_id,     source,     scenario,     request_text,     expected_intent,     actual_intent,     trace_tool,     trace_status,     result_code,     biz_code,     success,     duration_ms,     response_chars,     error_message,     test_session_id,     participant_code,     participant_group,     task_code,     task_name,     completed,     operation_steps,     understanding_score,     satisfaction_score,     safety_score,     language_score,     user_feedback,     create_time ) values (     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     now() )
### Cause: java.sql.SQLSyntaxErrorException: Unknown column 'expected_intent' in 'field list'
; bad SQL grammar []
	at org.springframework.jdbc.support.SQLErrorCodeSQLExceptionTranslator.doTranslate(SQLErrorCodeSQLExceptionTranslator.java:246)
	at org.springframework.jdbc.support.AbstractFallbackSQLExceptionTranslator.translate(AbstractFallbackSQLExceptionTranslator.java:107)
	at org.mybatis.spring.MyBatisExceptionTranslator.translateExceptionIfPossible(MyBatisExceptionTranslator.java:93)
	at org.mybatis.spring.SqlSessionTemplate$SqlSessionInterceptor.invoke(SqlSessionTemplate.java:347)
	at jdk.proxy2/jdk.proxy2.$Proxy69.insert(Unknown Source)
	at org.mybatis.spring.SqlSessionTemplate.insert(SqlSessionTemplate.java:224)
	at org.apache.ibatis.binding.MapperMethod.execute(MapperMethod.java:62)
	at org.apache.ibatis.binding.MapperProxy$PlainMethodInvoker.invoke(MapperProxy.java:141)
	at org.apache.ibatis.binding.MapperProxy.invoke(MapperProxy.java:86)
	at jdk.proxy2/jdk.proxy2.$Proxy80.insert(Unknown Source)
	at com.idea.service.AssistantTestLogService.record(AssistantTestLogService.java:141)
	at com.idea.service.AssistantTestLogService.startAnonymousTest(AssistantTestLogService.java:49)
	at com.idea.controller.AssistantController.startAnonymousTest(AssistantController.java:58)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:258)
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:191)
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:118)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:986)
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:891)
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:87)
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:1089)
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:979)
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:1014)
	at org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:914)
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:590)
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:885)
	at jakarta.servlet.http.HttpServlet.service(HttpServlet.java:658)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:195)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:51)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.springframework.web.filter.RequestContextFilter.doFilterInternal(RequestContextFilter.java:100)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.springframework.web.filter.FormContentFilter.doFilterInternal(FormContentFilter.java:93)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:201)
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:116)
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:164)
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:140)
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:167)
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:90)
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:483)
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:115)
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:93)
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:74)
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:344)
	at org.apache.coyote.http11.Http11Processor.service(Http11Processor.java:397)
	at org.apache.coyote.AbstractProcessorLight.process(AbstractProcessorLight.java:63)
	at org.apache.coyote.AbstractProtocol$ConnectionHandler.process(AbstractProtocol.java:905)
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1743)
	at org.apache.tomcat.util.net.SocketProcessorBase.run(SocketProcessorBase.java:52)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1190)
	at org.apache.tomcat.util.threads.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:659)
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:63)
	at java.base/java.lang.Thread.run(Thread.java:1575)
Caused by: java.sql.SQLSyntaxErrorException: Unknown column 'expected_intent' in 'field list'
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:112)
	at com.mysql.cj.jdbc.exceptions.SQLExceptionsMapping.translateException(SQLExceptionsMapping.java:114)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeInternal(ClientPreparedStatement.java:988)
	at com.mysql.cj.jdbc.ClientPreparedStatement.execute(ClientPreparedStatement.java:382)
	at com.zaxxer.hikari.pool.ProxyPreparedStatement.execute(ProxyPreparedStatement.java:44)
	at com.zaxxer.hikari.pool.HikariProxyPreparedStatement.execute(HikariProxyPreparedStatement.java)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at org.apache.ibatis.logging.jdbc.PreparedStatementLogger.invoke(PreparedStatementLogger.java:58)
	at jdk.proxy3/jdk.proxy3.$Proxy96.execute(Unknown Source)
	at org.apache.ibatis.executor.statement.PreparedStatementHandler.update(PreparedStatementHandler.java:48)
	at org.apache.ibatis.executor.statement.RoutingStatementHandler.update(RoutingStatementHandler.java:75)
	at org.apache.ibatis.executor.SimpleExecutor.doUpdate(SimpleExecutor.java:50)
	at org.apache.ibatis.executor.BaseExecutor.update(BaseExecutor.java:117)
	at org.apache.ibatis.executor.CachingExecutor.update(CachingExecutor.java:76)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at org.apache.ibatis.plugin.Plugin.invoke(Plugin.java:61)
	at jdk.proxy2/jdk.proxy2.$Proxy94.update(Unknown Source)
	at org.apache.ibatis.session.defaults.DefaultSqlSession.update(DefaultSqlSession.java:197)
	at org.apache.ibatis.session.defaults.DefaultSqlSession.insert(DefaultSqlSession.java:184)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at org.mybatis.spring.SqlSessionTemplate$SqlSessionInterceptor.invoke(SqlSessionTemplate.java:333)
	... 57 common frames omitted
2026-04-30 12:05:00.980 [http-nio-8081-exec-4] INFO  com.idea.interceptor.TokenInterceptor-===== TokenInterceptor 进来了，请求路径：/assistant/chat/stream
2026-04-30 12:05:00.981 [http-nio-8081-exec-4] INFO  com.idea.interceptor.TokenInterceptor-当前用户id为：1
2026-04-30 12:05:00.982 [http-nio-8081-exec-4] INFO  com.idea.interceptor.TokenInterceptor-token验证成功
2026-04-30 12:05:01.003 [ForkJoinPool.commonPool-worker-2] INFO  com.idea.service.AssistantService-assistant chat start, userId=1, message=我卡里余额现在是多少
2026-04-30 12:05:03.429 [ForkJoinPool.commonPool-worker-2] INFO  com.idea.service.AssistantService-assistant intent parsed, userId=1, intent=balance
2026-04-30 12:05:03.444 [ForkJoinPool.commonPool-worker-2] WARN  com.idea.service.AssistantTestLogService-assistant test log insert failed, scenario=assistant_chat_test, request=我卡里余额现在是多少
org.springframework.jdbc.BadSqlGrammarException: 
### Error updating database.  Cause: java.sql.SQLSyntaxErrorException: Unknown column 'expected_intent' in 'field list'
### The error may exist in com/idea/mapper/AssistantTestLogMapper.java (best guess)
### The error may involve com.idea.mapper.AssistantTestLogMapper.insert-Inline
### The error occurred while setting parameters
### SQL: insert into assistant_test_log(     user_id,     source,     scenario,     request_text,     expected_intent,     actual_intent,     trace_tool,     trace_status,     result_code,     biz_code,     success,     duration_ms,     response_chars,     error_message,     test_session_id,     participant_code,     participant_group,     task_code,     task_name,     completed,     operation_steps,     understanding_score,     satisfaction_score,     safety_score,     language_score,     user_feedback,     create_time ) values (     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     now() )
### Cause: java.sql.SQLSyntaxErrorException: Unknown column 'expected_intent' in 'field list'
; bad SQL grammar []
	at org.springframework.jdbc.support.SQLErrorCodeSQLExceptionTranslator.doTranslate(SQLErrorCodeSQLExceptionTranslator.java:246)
	at org.springframework.jdbc.support.AbstractFallbackSQLExceptionTranslator.translate(AbstractFallbackSQLExceptionTranslator.java:107)
	at org.mybatis.spring.MyBatisExceptionTranslator.translateExceptionIfPossible(MyBatisExceptionTranslator.java:93)
	at org.mybatis.spring.SqlSessionTemplate$SqlSessionInterceptor.invoke(SqlSessionTemplate.java:347)
	at jdk.proxy2/jdk.proxy2.$Proxy69.insert(Unknown Source)
	at org.mybatis.spring.SqlSessionTemplate.insert(SqlSessionTemplate.java:224)
	at org.apache.ibatis.binding.MapperMethod.execute(MapperMethod.java:62)
	at org.apache.ibatis.binding.MapperProxy$PlainMethodInvoker.invoke(MapperProxy.java:141)
	at org.apache.ibatis.binding.MapperProxy.invoke(MapperProxy.java:86)
	at jdk.proxy2/jdk.proxy2.$Proxy80.insert(Unknown Source)
	at com.idea.service.AssistantTestLogService.record(AssistantTestLogService.java:141)
	at com.idea.service.AssistantTestLogService.recordRuntime(AssistantTestLogService.java:133)
	at com.idea.service.AssistantService.chat(AssistantService.java:79)
	at com.idea.service.AssistantService.lambda$chatStream$0(AssistantService.java:135)
	at java.base/java.util.concurrent.CompletableFuture$AsyncRun.run(CompletableFuture.java:1848)
	at java.base/java.util.concurrent.CompletableFuture$AsyncRun.exec(CompletableFuture.java:1840)
	at java.base/java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:507)
	at java.base/java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1460)
	at java.base/java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:2036)
	at java.base/java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:189)
Caused by: java.sql.SQLSyntaxErrorException: Unknown column 'expected_intent' in 'field list'
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:112)
	at com.mysql.cj.jdbc.exceptions.SQLExceptionsMapping.translateException(SQLExceptionsMapping.java:114)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeInternal(ClientPreparedStatement.java:988)
	at com.mysql.cj.jdbc.ClientPreparedStatement.execute(ClientPreparedStatement.java:382)
	at com.zaxxer.hikari.pool.ProxyPreparedStatement.execute(ProxyPreparedStatement.java:44)
	at com.zaxxer.hikari.pool.HikariProxyPreparedStatement.execute(HikariProxyPreparedStatement.java)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at org.apache.ibatis.logging.jdbc.PreparedStatementLogger.invoke(PreparedStatementLogger.java:58)
	at jdk.proxy3/jdk.proxy3.$Proxy96.execute(Unknown Source)
	at org.apache.ibatis.executor.statement.PreparedStatementHandler.update(PreparedStatementHandler.java:48)
	at org.apache.ibatis.executor.statement.RoutingStatementHandler.update(RoutingStatementHandler.java:75)
	at org.apache.ibatis.executor.SimpleExecutor.doUpdate(SimpleExecutor.java:50)
	at org.apache.ibatis.executor.BaseExecutor.update(BaseExecutor.java:117)
	at org.apache.ibatis.executor.CachingExecutor.update(CachingExecutor.java:76)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at org.apache.ibatis.plugin.Plugin.invoke(Plugin.java:61)
	at jdk.proxy2/jdk.proxy2.$Proxy94.update(Unknown Source)
	at org.apache.ibatis.session.defaults.DefaultSqlSession.update(DefaultSqlSession.java:197)
	at org.apache.ibatis.session.defaults.DefaultSqlSession.insert(DefaultSqlSession.java:184)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
	at org.mybatis.spring.SqlSessionTemplate$SqlSessionInterceptor.invoke(SqlSessionTemplate.java:333)
	... 16 common frames omitted
2026-04-30 12:05:03.448 [http-nio-8081-exec-5] INFO  com.idea.interceptor.TokenInterceptor-===== TokenInterceptor 进来了，请求路径：/assistant/chat/stream
2026-04-30 12:05:03.450 [http-nio-8081-exec-5] INFO  com.idea.interceptor.TokenInterceptor-当前用户id为：1
2026-04-30 12:05:03.450 [http-nio-8081-exec-5] INFO  com.idea.interceptor.TokenInterceptor-token验证成功
2026-04-30 12:05:11.336 [http-nio-8081-exec-6] INFO  com.idea.interceptor.TokenInterceptor-===== TokenInterceptor 进来了，请求路径：/assistant/chat/stream
2026-04-30 12:05:11.338 [http-nio-8081-exec-6] INFO  com.idea.interceptor.TokenInterceptor-当前用户id为：1
2026-04-30 12:05:11.338 [http-nio-8081-exec-6] INFO  com.idea.interceptor.TokenInterceptor-token验证成功
2026-04-30 12:05:11.340 [ForkJoinPool.commonPool-worker-2] INFO  com.idea.service.AssistantService-assistant chat start, userId=1, message=最近五条花出去的钱列出来
2026-04-30 12:05:13.809 [ForkJoinPool.commonPool-worker-2] INFO  com.idea.service.AssistantService-assistant intent parsed, userId=1, intent=transactions
2026-04-30 12:05:13.845 [ForkJoinPool.commonPool-worker-2] WARN  com.idea.service.AssistantTestLogService-assistant test log insert failed, scenario=assistant_chat_test, request=最近五条花出去的钱列出来
org.springframework.jdbc.BadSqlGrammarException: 
### Error updating database.  Cause: java.sql.SQLSyntaxErrorException: Unknown column 'expected_intent' in 'field list'
### The error may exist in com/idea/mapper/AssistantTestLogMapper.java (best guess)
### The error may involve com.idea.mapper.AssistantTestLogMapper.insert-Inline
### The error occurred while setting parameters
### SQL: insert into assistant_test_log(     user_id,     source,     scenario,     request_text,     expected_intent,     actual_intent,     trace_tool,     trace_status,     result_code,     biz_code,     success,     duration_ms,     response_chars,     error_message,     test_session_id,     participant_code,     participant_group,     task_code,     task_name,     completed,     operation_steps,     understanding_score,     satisfaction_score,     safety_score,     language_score,     user_feedback,     create_time ) values (     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     ?,     now() )
### Cause: java.sql.SQLSyntaxErrorException: Unknown column 'expected_intent' in 'field list'
; bad SQL grammar []
	at org.springframework.jdbc.support.SQLErrorCodeSQLExceptionTranslator.doTranslate(SQLErrorCodeSQLExceptionTranslator.java:246)
	at org.springframework.jdbc.support.AbstractFallbackSQLExceptionTranslator.translate(AbstractFallbackSQLExceptionTranslator.java:107)
	at org.mybatis.spring.MyBatisExceptionTranslator.translateExceptionIfPossible(MyBatisExceptionTranslator.java:93)
	at org.mybatis.spring.SqlSessionTemplate$SqlSessionInterceptor.invoke(SqlSessionTemplate.java:347)
	at jdk.proxy2/jdk.proxy2.$Proxy69.insert(Unknown Source)
	at org.mybatis.spring.SqlSessionTemplate.insert(SqlSessionTemplate.java:224)
	at org.apache.ibatis.binding.MapperMethod.execute(MapperMethod.java:62)
	at org.apache.ibatis.binding.MapperProxy$PlainMethodInvoker.invoke(MapperProxy.java:141)
	at org.apache.ibatis.binding.MapperProxy.invoke(MapperProxy.java:86)
	at jdk.proxy2/jdk.proxy2.$Proxy80.insert(Unknown Source)
	at com.idea.service.AssistantTestLogService.record(AssistantTestLogService.java:141)
	at com.idea.service.AssistantTestLogService.recordRuntime(AssistantTestLogService.java:133)
	at com.idea.service.AssistantService.chat(AssistantService.java:79)
	at com.idea.service.AssistantService.lambda$chatStream$0(AssistantService.java:135)
	at java.base/java.util.concurrent.CompletableFuture$AsyncRun.run(CompletableFuture.java:1848)
	at java.base/java.util.concurrent.CompletableFuture$AsyncRun.exec(CompletableFuture.java:1840)
	at java.base/java.util.concurrent.ForkJoinTask.doExec(ForkJoinTask.java:507)
	at java.base/java.util.concurrent.ForkJoinPool$WorkQueue.topLevelExec(ForkJoinPool.java:1460)
	at java.base/java.util.concurrent.ForkJoinPool.runWorker(ForkJoinPool.java:2036)
	at java.base/java.util.concurrent.ForkJoinWorkerThread.run(ForkJoinWorkerThread.java:189)
Caused by: java.sql.SQLSyntaxErrorException: Unknown column 'expected_intent' in 'field list'
	at com.mysql.cj.jdbc.exceptions.SQLError.createSQLException(SQLError.java:112)
	at com.mysql.cj.jdbc.exceptions.SQLExceptionsMapping.translateException(SQLExceptionsMapping.java:114)
	at com.mysql.cj.jdbc.ClientPreparedStatement.executeInternal(ClientPreparedStatement.java:988)
	at com.mysql.cj.jdbc.ClientPreparedStatement.execute(ClientPreparedStatement.java:382)
	at com.zaxxer.hikari.pool.ProxyPreparedStatement.execute(ProxyPreparedStatement.java:44)
	at com.zaxxer.hikari.pool.HikariProxyPreparedStatement.execute(HikariProxyPreparedStatement.java)
	at java.base/jdk.internal.reflect.DirectMethodHandleAccessor.invoke(DirectMethodHandleAccessor.java:103)
	at java.base/java.lang.reflect.Method.invoke(Method.java:580)
